id,team_id,regulation,name,item,ability,tera_type,hp_evs,atk_evs,def_evs,spatk_evs,spdef_evs,spe_evs,nature,move_1,move_2,move_3,move_4
858,151,Regulation Set C,Dondozo,Life Orb,Unaware,Water,4,0,0,252,0,252,Hasty,Wave Crash,Sleep Talk,Surf,Protect
859,151,Regulation Set C,Tatsugiri-Droopy,Choice Scarf,Commander,Steel,4,0,0,252,0,252,Timid,Draco Meteor,Muddy Water,Icy Wind,Helping Hand
860,151,Regulation Set C,Pelipper,Damp Rock,Drizzle,Steel,252,0,0,252,4,0,Modest,Hurricane,Hydro Pump,Tailwind,Protect
861,151,Regulation Set C,Drednaw,Choice Band,Swift Swim,Grass,4,252,0,0,0,252,Adamant,Rock Slide,Waterfall,Tera Blast,Earthquake
862,151,Regulation Set C,Dragonite,Lum Berry,Inner Focus,Normal,244,252,0,0,0,12,Adamant,Extreme Speed,Ice Spinner,Thunder Punch,Protect
863,151,Regulation Set C,Chien-Pao,Focus Sash,Sword of Ruin,Ice,4,252,0,0,0,252,Jolly,Ice Spinner,Sucker Punch,Sacred Sword,Protect
864,152,Regulation Set C,Palafin-Hero,Mystic Water,Zero to Hero,Water,252,252,4,0,0,0,Adamant,Wave Crash,Jet Punch,Haze,Protect
865,152,Regulation Set C,Flutter Mane,Booster Energy,Protosynthesis,Fairy,76,0,100,108,4,220,Modest,Shadow Ball,Dazzling Gleam,Moonblast,Protect
866,152,Regulation Set C,Arcanine,Safety Goggles,Intimidate,Flying,252,52,68,0,44,92,Adamant,Flare Blitz,Will-O-Wisp,Extreme Speed,Howl
867,152,Regulation Set C,Ting-Lu,Assault Vest,Vessel of Ruin,Grass,4,196,12,0,252,44,Adamant,Stomping Tantrum,Ruination,Heavy Slam,Earthquake
868,152,Regulation Set C,Amoonguss,Rocky Helmet,Regenerator,Steel,236,0,156,4,108,4,Bold,Spore,Rage Powder,Pollen Puff,Protect
869,152,Regulation Set C,Kingambit,Black Glasses,Defiant,Dark,252,252,0,0,4,0,Adamant,Kowtow Cleave,Sucker Punch,Swords Dance,Protect
870,153,Regulation Set C,Baxcalibur,Loaded Dice,Thermal Exchange,Water,236,196,4,0,20,52,Adamant,Icicle Spear,Glaive Rush,Ice Shard,Protect
871,153,Regulation Set C,Flutter Mane,Booster Energy,Protosynthesis,Grass,100,0,156,116,4,132,Timid,Moonblast,Shadow Ball,Dazzling Gleam,Protect
872,153,Regulation Set C,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,164,0,68,116,4,156,Modest,Heat Wave,Dark Pulse,Snarl,Overheat
873,153,Regulation Set C,Gyarados,Lum Berry,Intimidate,Steel,252,36,124,0,76,20,Careful,Waterfall,Thunder Wave,Taunt,Helping Hand
874,153,Regulation Set C,Ting-Lu,Assault Vest,Vessel of Ruin,Water,156,76,20,0,252,4,Adamant,Stomping Tantrum,Heavy Slam,Ruination,Fissure
875,153,Regulation Set C,Amoonguss,Sitrus Berry,Regenerator,Water,236,0,156,0,116,0,Relaxed,Spore,Rage Powder,Pollen Puff,Protect
876,154,Regulation Set C,Ting-Lu,Lum Berry,Vessel of Ruin,Poison,108,156,4,0,180,60,Adamant,Stomping Tantrum,Heavy Slam,Stealth Rock,Protect
877,154,Regulation Set C,Iron Bundle,Focus Sash,Quark Drive,Ghost,0,0,0,252,4,252,Timid,Hydro Pump,Freeze-Dry,Encore,Protect
878,154,Regulation Set C,Dragonite,Choice Band,Multiscale,Flying,4,252,0,0,0,252,Jolly,Extreme Speed,Tera Blast,Outrage,Low Kick
879,154,Regulation Set C,Gholdengo,Choice Specs,Good as Gold,Water,4,0,36,252,4,212,Timid,Make It Rain,Shadow Ball,Thunderbolt,Trick
880,154,Regulation Set C,Dondozo,Leftovers,Water Veil,Grass,116,156,4,0,228,4,Adamant,Liquidation,Heavy Slam,Yawn,Protect
881,154,Regulation Set C,Flutter Mane,Booster Energy,Protosynthesis,Fairy,220,0,28,4,4,252,Timid,Moonblast,Shadow Ball,Icy Wind,Protect
882,155,Regulation Set C,Murkrow,Eviolite,Prankster,Ghost,252,0,140,0,116,0,Bold,Tailwind,Sunny Day,Foul Play,Haze
883,155,Regulation Set C,Chi-Yu,Life Orb,Beads of Ruin,Ghost,0,0,0,252,4,252,Timid,Overheat,Heat Wave,Dark Pulse,Protect
884,155,Regulation Set C,Flutter Mane,Choice Specs,Protosynthesis,Fairy,60,0,76,116,4,252,Modest,Moonblast,Dazzling Gleam,Shadow Ball,Psyshock
885,155,Regulation Set C,Great Tusk,Choice Scarf,Protosynthesis,Steel,4,252,0,0,0,252,Adamant,Headlong Rush,Earthquake,Close Combat,Rock Slide
886,155,Regulation Set C,Brute Bonnet,Loaded Dice,Protosynthesis,Fire,28,252,0,0,0,228,Adamant,Bullet Seed,Sucker Punch,Spore,Rage Powder
887,155,Regulation Set C,Corviknight,Choice Band,Mirror Armor,Fire,116,252,0,0,0,140,Adamant,U-turn,Iron Head,Tera Blast,Brave Bird
888,156,Regulation Set C,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,4,0,0,252,0,252,Timid,Dark Pulse,Heat Wave,Lava Plume,Snarl
889,156,Regulation Set C,Dachsbun,Leftovers,Well-Baked Body,Ghost,252,0,4,0,252,0,Careful,Protect,Body Press,Yawn,Wish
890,156,Regulation Set C,Dragonite,Clear Amulet,Multiscale,Flying,196,252,4,0,4,52,Adamant,Protect,Extreme Speed,Tera Blast,Iron Head
891,156,Regulation Set C,Flutter Mane,Booster Energy,Protosynthesis,Fairy,116,0,4,252,4,132,Timid,Protect,Perish Song,Dazzling Gleam,Shadow Ball
892,156,Regulation Set C,Azumarill,Lum Berry,Huge Power,Fairy,252,252,0,0,4,0,Adamant,Protect,Aqua Jet,Liquidation,Play Rough
893,156,Regulation Set C,Chien-Pao,Focus Sash,Sword of Ruin,Dark,4,252,0,0,0,252,Jolly,Protect,Ice Spinner,Sucker Punch,Throat Chop
894,157,Regulation Set D,Amoonguss,Rocky Helmet,Regenerator,Water,236,0,156,0,116,0,Bold,Pollen Puff,Spore,Rage Powder,Protect
895,157,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Water,188,0,132,116,4,68,Timid,Dazzling Gleam,Shadow Ball,Moonblast,Thunderbolt
896,157,Regulation Set D,Heatran,Assault Vest,Flash Fire,Grass,252,0,4,236,12,4,Modest,Heat Wave,Earth Power,Tera Blast,Flash Cannon
897,157,Regulation Set D,Urshifu-Rapid-Strike,Safety Goggles,Unseen Fist,Water,252,124,4,0,52,76,Adamant,Surging Strikes,Close Combat,Aqua Jet,Detect
898,157,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,4,252,0,0,0,252,Jolly,Icicle Crash,Sucker Punch,Sacred Sword,Protect
899,157,Regulation Set D,Landorus-Therian,Choice Scarf,Intimidate,Flying,164,36,84,0,12,212,Adamant,Stomping Tantrum,Tera Blast,U-turn,Rock Slide
900,158,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Grass,188,252,44,4,20,0,Brave,Drain Punch,Wild Charge,Fake Out,Volt Switch
901,158,Regulation Set D,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,0,252,4,0,0,252,Adamant,Surging Strikes,Close Combat,Aqua Jet,U-turn
902,158,Regulation Set D,Heatran,Life Orb,Flash Fire,Grass,252,0,4,252,0,0,Modest,Flash Cannon,Protect,Flamethrower,Tera Blast
903,158,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,0,252,4,0,0,252,Adamant,Ice Spinner,Protect,Sacred Sword,Sucker Punch
904,158,Regulation Set D,Cresselia,Safety Goggles,Levitate,Electric,252,0,0,212,44,0,Relaxed,Psychic,Ice Beam,Lunar Blessing,Trick Room
905,158,Regulation Set D,Amoonguss,Sitrus Berry,Regenerator,Water,236,0,236,0,36,0,Bold,Spore,Pollen Puff,Grass Knot,Rage Powder
906,158,Regulation Set D,Landorus-Therian,Safety Goggles,Intimidate,Flying,252,36,84,0,68,68,Adamant,Stomping Tantrum,Tera Blast,U-turn,Protect
907,159,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,44,196,4,0,84,180,Adamant,Surging Strikes,Aqua Jet,Protect,Taunt
908,159,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Grass,68,0,140,132,4,164,Timid,Shadow Ball,Dazzling Gleam,Moonblast,Energy Ball
909,159,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,0,252,4,0,0,252,Adamant,Icicle Crash,Sacred Sword,Sucker Punch,Protect
910,159,Regulation Set D,Amoonguss,Sitrus Berry,Regenerator,Water,244,0,188,4,60,12,Bold,Pollen Puff,Spore,Rage Powder,Protect
911,159,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Water,84,212,12,0,140,60,Adamant,Wild Charge,Volt Switch,Drain Punch,Fake Out
912,160,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Dark,0,252,4,0,0,252,Adamant,Icicle Crash,Crunch,Sucker Punch,Protect
913,160,Regulation Set D,Dragapult,Choice Band,Clear Body,Ghost,0,252,4,0,0,252,Jolly,Dragon Darts,Phantom Force,Tera Blast,Sucker Punch
914,160,Regulation Set D,Heatran,Assault Vest,Flash Fire,Grass,244,0,4,236,12,12,Modest,Heat Wave,Flash Cannon,Earth Power,Tera Blast
915,160,Regulation Set D,Farigiraf,Rocky Helmet,Armor Tail,Fairy,252,0,236,4,4,12,Modest,Psychic,Dazzling Gleam,Trick Room,Imprison
916,160,Regulation Set D,Rillaboom,Sitrus Berry,Grassy Surge,Poison,252,116,76,0,52,12,Adamant,Wood Hammer,Stomping Tantrum,Fake Out,Protect
917,160,Regulation Set D,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,28,156,4,0,68,252,Adamant,Surging Strikes,Close Combat,U-turn,Aqua Jet
918,161,Regulation Set D,Ursaluna,Flame Orb,Guts,Ghost,252,252,4,0,0,0,Brave,Earthquake,Facade,Swords Dance,Protect
919,161,Regulation Set D,Cresselia,Safety Goggles,Levitate,Water,252,0,156,0,100,0,Bold,Lunar Blessing,Trick Room,Ally Switch,Moonblast
920,161,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Water,140,156,4,0,204,4,Adamant,Heavy Slam,Fake Out,Drain Punch,Wild Charge
921,161,Regulation Set D,Dragonite,Choice Band,Inner Focus,Flying,4,252,0,0,0,252,Jolly,Tera Blast,Ice Spinner,Extreme Speed,Stomping Tantrum
922,161,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Fairy,116,0,60,196,4,132,Timid,Moonblast,Shadow Ball,Icy Wind,Protect
923,161,Regulation Set D,Urshifu,Focus Sash,Unseen Fist,Dark,0,252,4,0,0,252,Adamant,Close Combat,Wicked Blow,Sucker Punch,Protect
924,162,Regulation Set D,Pelipper,Rocky Helmet,Drizzle,Steel,92,0,4,212,4,196,Timid,Hydro Pump,Hurricane,Wide Guard,Protect
925,162,Regulation Set D,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,20,180,4,0,92,212,Jolly,Surging Strikes,Close Combat,Tera Blast,U-turn
926,162,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Grass,124,76,52,0,252,4,Adamant,Fake Out,Drain Punch,Wild Charge,Heavy Slam
927,162,Regulation Set D,Amoonguss,Mental Herb,Regenerator,Water,244,0,236,0,28,0,Bold,Spore,Rage Powder,Pollen Puff,Leaf Storm
928,162,Regulation Set D,Gholdengo,Sitrus Berry,Good as Gold,Flying,108,0,44,100,4,252,Timid,Make It Rain,Shadow Ball,Nasty Plot,Protect
929,162,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,4,252,0,0,0,252,Adamant,Ice Spinner,Crunch,Sucker Punch,Protect
930,163,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Water,4,252,4,0,236,12,Adamant,Heavy Slam,Drain Punch,Wild Charge,Fake Out
931,163,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Fairy,252,0,116,124,4,12,Timid,Icy Wind,Moonblast,Shadow Ball,Protect
932,163,Regulation Set D,Cresselia,Safety Goggles,Levitate,Dark,252,0,172,0,84,0,Calm,Trick Room,Lunar Blessing,Ice Beam,Ally Switch
933,163,Regulation Set D,Ursaluna,Flame Orb,Guts,Ghost,252,252,0,0,4,0,Brave,Protect,Facade,Earthquake,Swords Dance
934,163,Regulation Set D,Urshifu,Focus Sash,Unseen Fist,Dark,0,252,0,0,4,252,Adamant,Wicked Blow,Sucker Punch,Close Combat,Protect
935,163,Regulation Set D,Dragonite,Life Orb,Inner Focus,Flying,20,252,36,0,4,196,Jolly,Tera Blast,Extreme Speed,Stomping Tantrum,Protect
936,164,Regulation Set D,Tornadus,Aguav Berry,Prankster,Steel,252,0,220,4,4,28,Modest,Bleakwind Storm,Taunt,Rain Dance,Tailwind
937,164,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,196,84,4,0,156,68,Adamant,Close Combat,Surging Strikes,Aqua Jet,Protect
938,164,Regulation Set D,Rillaboom,Leftovers,Grassy Surge,Fairy,252,44,12,0,180,20,Adamant,Wood Hammer,U-turn,Fake Out,Protect
939,164,Regulation Set D,Landorus-Therian,Assault Vest,Intimidate,Water,252,116,12,0,108,20,Adamant,Earthquake,Stomping Tantrum,Rock Slide,U-turn
940,164,Regulation Set D,Gholdengo,Sitrus Berry,Good as Gold,Water,252,0,212,4,4,36,Bold,Make It Rain,Shadow Ball,Nasty Plot,Protect
941,164,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Fairy,100,0,60,212,4,132,Timid,Moonblast,Shadow Ball,Icy Wind,Protect
942,165,Regulation Set D,Gholdengo,Leftovers,Good as Gold,Steel,244,0,44,4,68,148,Modest,Make It Rain,Shadow Ball,Nasty Plot,Protect
943,165,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,0,252,4,0,0,252,Adamant,Icicle Crash,Sucker Punch,Crunch,Protect
944,165,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Grass,100,36,4,0,252,116,Adamant,Wild Charge,Drain Punch,Heavy Slam,Fake Out
945,165,Regulation Set D,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,0,252,0,0,44,212,Adamant,Surging Strikes,Close Combat,Aqua Jet,U-turn
946,165,Regulation Set D,Pelipper,Rocky Helmet,Drizzle,Ghost,252,0,28,4,156,68,Calm,Hurricane,Wide Guard,Tailwind,Protect
947,165,Regulation Set D,Amoonguss,Sitrus Berry,Regenerator,Water,244,0,220,0,44,0,Bold,Pollen Puff,Rage Powder,Spore,Leaf Storm
948,166,Regulation Set D,Cresselia,Safety Goggles,Levitate,Fairy,252,0,156,0,100,0,Relaxed,Moonblast,Helping Hand,Trick Room,Lunar Blessing
949,166,Regulation Set D,Torkoal,Charcoal,Drought,Grass,252,0,0,252,4,0,Quiet,Eruption,Heat Wave,Earth Power,Protect
950,166,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Fairy,252,156,0,0,100,0,Brave,Fake Out,Drain Punch,Wild Charge,Heavy Slam
951,166,Regulation Set D,Amoonguss,Focus Sash,Regenerator,Water,236,0,236,36,0,0,Quiet,Sludge Bomb,Leaf Storm,Spore,Protect
952,166,Regulation Set D,Ursaluna,Flame Orb,Guts,Ghost,252,156,0,0,100,0,Brave,Earthquake,Facade,Swords Dance,Protect
953,166,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Fairy,0,0,4,252,0,252,Timid,Moonblast,Dazzling Gleam,Shadow Ball,Thunderbolt
954,167,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Fairy,116,0,76,108,4,204,Modest,Moonblast,Shadow Ball,Dazzling Gleam,Protect
955,167,Regulation Set D,Tornadus,Covert Cloak,Prankster,Water,148,0,76,4,28,252,Timid,Bleakwind Storm,Tailwind,Taunt,Scary Face
956,167,Regulation Set D,Chi-Yu,Life Orb,Beads of Ruin,Ghost,4,0,0,252,0,252,Timid,Heat Wave,Dark Pulse,Overheat,Protect
957,167,Regulation Set D,Brambleghast,Focus Sash,Wind Rider,Ghost,0,252,0,0,4,252,Adamant,Power Whip,Shadow Sneak,Tera Blast,Strength Sap
958,167,Regulation Set D,Gholdengo,Choice Specs,Good as Gold,Steel,196,0,44,132,4,132,Modest,Make It Rain,Shadow Ball,Thunderbolt,Trick
959,167,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,4,236,4,0,52,212,Adamant,Surging Strikes,Close Combat,Aqua Jet,Detect
960,168,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Dark,0,252,4,0,0,252,Adamant,Icicle Crash,Crunch,Sucker Punch,Protect
961,168,Regulation Set D,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,0,252,0,0,4,252,Adamant,Surging Strikes,Close Combat,U-turn,Aqua Jet
962,168,Regulation Set D,Arcanine-Hisui,Choice Band,Intimidate,Normal,4,252,0,0,0,252,Adamant,Rock Slide,Extreme Speed,Flare Blitz,Head Smash
963,168,Regulation Set D,Tornadus,Mental Herb,Prankster,Ghost,196,0,236,0,0,76,Timid,Bleakwind Storm,Tailwind,Icy Wind,Protect
964,168,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Grass,196,0,204,28,4,76,Timid,Moonblast,Energy Ball,Taunt,Icy Wind
965,168,Regulation Set D,Rillaboom,Assault Vest,Grassy Surge,Water,204,196,4,0,4,100,Adamant,Drum Beating,Wood Hammer,U-turn,Fake Out
966,169,Regulation Set D,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Ghost,0,252,4,0,0,252,Jolly,Surging Strikes,Aqua Jet,Swords Dance,Detect
967,169,Regulation Set D,Baxcalibur,Assault Vest,Thermal Exchange,Fairy,244,228,4,0,28,4,Adamant,Icicle Crash,Glaive Rush,Ice Shard,Tera Blast
968,169,Regulation Set D,Gholdengo,Choice Scarf,Good as Gold,Steel,4,0,0,252,0,252,Timid,Shadow Ball,Make It Rain,Focus Blast,Trick
969,169,Regulation Set D,Heatran,Leftovers,Flash Fire,Grass,244,0,20,76,148,20,Modest,Magma Storm,Earth Power,Tera Blast,Protect
970,169,Regulation Set D,Amoonguss,Sitrus Berry,Regenerator,Water,252,0,252,0,0,4,Bold,Spore,Pollen Puff,Rage Powder,Protect
971,169,Regulation Set D,Zapdos,Rocky Helmet,Static,Fairy,252,0,236,0,20,0,Bold,Volt Switch,Hurricane,Roost,Detect
972,170,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Fairy,108,0,132,116,4,148,Timid,Shadow Ball,Dazzling Gleam,Moonblast,Hex
973,170,Regulation Set D,Thundurus,Rocky Helmet,Prankster,Water,236,0,212,4,44,12,Bold,Wildbolt Storm,Thunder Wave,Eerie Impulse,Taunt
974,170,Regulation Set D,Landorus-Therian,Assault Vest,Intimidate,Flying,252,116,84,0,28,28,Adamant,Rock Slide,Stomping Tantrum,Tera Blast,U-turn
975,170,Regulation Set D,Wo-Chien,Sitrus Berry,Tablets of Ruin,Poison,252,0,156,4,92,4,Bold,Foul Play,Giga Drain,Snarl,Protect
976,170,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,140,84,36,0,236,12,Adamant,Surging Strikes,Close Combat,Aqua Jet,Protect
977,170,Regulation Set D,Heatran,Leftovers,Flash Fire,Fairy,204,0,4,236,12,52,Modest,Heat Wave,Earth Power,Substitute,Protect
978,171,Regulation Set D,Farigiraf,Safety Goggles,Armor Tail,Fairy,164,0,164,0,180,0,Bold,Imprison,Dazzling Gleam,Trick Room,Helping Hand
979,171,Regulation Set D,Ursaluna,Flame Orb,Guts,Ghost,92,140,164,0,4,108,Impish,Facade,Earthquake,Swords Dance,Protect
980,171,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Fairy,116,0,76,164,4,148,Modest,Moonblast,Shadow Ball,Dazzling Gleam,Psyshock
981,171,Regulation Set D,Heatran,Life Orb,Flash Fire,Fairy,4,0,0,252,0,252,Modest,Heat Wave,Flash Cannon,Earth Power,Protect
982,171,Regulation Set D,Urshifu,Focus Sash,Unseen Fist,Dark,4,252,0,0,0,252,Adamant,Wicked Blow,Close Combat,Sucker Punch,Detect
983,171,Regulation Set D,Tornadus,Mental Herb,Prankster,Ghost,252,0,156,4,92,4,Bold,Bleakwind Storm,Sunny Day,Tailwind,Protect
984,172,Regulation Set D,Tornadus,Rocky Helmet,Prankster,Ghost,252,0,92,4,132,28,Calm,Bleakwind Storm,Taunt,Tailwind,Rain Dance
985,172,Regulation Set D,Arcanine-Hisui,Choice Band,Intimidate,Normal,68,252,4,0,4,180,Adamant,Extreme Speed,Flare Blitz,Rock Slide,Head Smash
986,172,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,28,252,20,0,12,196,Adamant,Surging Strikes,Protect,Close Combat,Aqua Jet
987,172,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Grass,252,0,164,84,4,4,Timid,Dazzling Gleam,Shadow Ball,Protect,Calm Mind
988,172,Regulation Set D,Rillaboom,Assault Vest,Grassy Surge,Steel,244,132,36,0,44,52,Adamant,Fake Out,Wood Hammer,Stomping Tantrum,U-turn
989,172,Regulation Set D,Chien-Pao,Life Orb,Sword of Ruin,Poison,28,252,12,0,4,212,Adamant,Sucker Punch,Icicle Crash,Sacred Sword,Protect
990,173,Regulation Set D,Cresselia,Rocky Helmet,Levitate,Fairy,252,0,236,12,4,4,Bold,Moonblast,Calm Mind,Lunar Blessing,Trick Room
991,173,Regulation Set D,Volcarona,Sitrus Berry,Flame Body,Water,220,0,244,0,0,44,Timid,Heat Wave,Bug Buzz,Quiver Dance,Protect
992,173,Regulation Set D,Rillaboom,Figy Berry,Grassy Surge,Fire,252,84,4,0,156,12,Adamant,Wood Hammer,Stomping Tantrum,Fake Out,Worry Seed
993,173,Regulation Set D,Grimmsnarl,Light Clay,Prankster,Ghost,252,0,180,0,76,0,Careful,Sucker Punch,Reflect,Light Screen,Parting Shot
994,173,Regulation Set D,Dondozo,Leftovers,Unaware,Steel,244,4,4,0,252,4,Careful,Wave Crash,Fissure,Curse,Protect
995,173,Regulation Set D,Arcanine-Hisui,Choice Band,Intimidate,Grass,244,44,36,0,164,20,Adamant,Flare Blitz,Rock Slide,Extreme Speed,Tera Blast
996,174,Regulation Set D,Tornadus,Rocky Helmet,Prankster,Ghost,252,0,92,4,132,28,Calm,Bleakwind Storm,Taunt,Tailwind,Rain Dance
997,174,Regulation Set D,Arcanine-Hisui,Choice Band,Intimidate,Normal,68,252,4,0,4,180,Adamant,Extreme Speed,Flare Blitz,Rock Slide,Head Smash
998,174,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,28,252,20,0,12,196,Adamant,Surging Strikes,Protect,Close Combat,Aqua Jet
999,174,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Grass,252,0,164,84,4,4,Timid,Dazzling Gleam,Shadow Ball,Protect,Calm Mind
1000,174,Regulation Set D,Rillaboom,Assault Vest,Grassy Surge,Steel,244,132,36,0,44,52,Adamant,Fake Out,Wood Hammer,Stomping Tantrum,U-turn
1001,174,Regulation Set D,Chien-Pao,Life Orb,Sword of Ruin,Poison,28,252,12,0,4,212,Adamant,Sucker Punch,Icicle Crash,Sacred Sword,Protect
1002,175,Regulation Set D,Landorus-Therian,Safety Goggles,Intimidate,Flying,252,36,84,0,68,68,Adamant,U-turn,Stomping Tantrum,Tera Blast,Protect
1003,175,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,44,196,4,0,76,188,Adamant,Surging Strikes,Aqua Jet,Taunt,Protect
1004,175,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Grass,68,0,140,116,4,180,Timid,Dazzling Gleam,Moonblast,Energy Ball,Shadow Ball
1005,175,Regulation Set D,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,0,252,4,0,0,252,Adamant,Sacred Sword,Sucker Punch,Icicle Crash,Protect
1006,175,Regulation Set D,Amoonguss,Sitrus Berry,Regenerator,Water,244,0,188,4,52,20,Bold,Rage Powder,Pollen Puff,Protect,Spore
1007,175,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Water,108,164,12,0,156,68,Adamant,Volt Switch,Wild Charge,Drain Punch,Fake Out
1008,176,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Fairy,116,0,204,44,4,140,Timid,Dazzling Gleam,Shadow Ball,Icy Wind,Protect
1009,176,Regulation Set D,Urshifu,Choice Band,Unseen Fist,Dark,12,236,4,0,4,252,Adamant,Wicked Blow,Sucker Punch,Close Combat,U-turn
1010,176,Regulation Set D,Tornadus,Mental Herb,Prankster,Ghost,244,0,204,4,4,52,Timid,Tailwind,Bleakwind Storm,Taunt,Sunny Day
1011,176,Regulation Set D,Gholdengo,Choice Specs,Good as Gold,Steel,212,0,44,140,4,108,Modest,Make It Rain,Shadow Ball,Thunderbolt,Trick
1012,176,Regulation Set D,Landorus-Therian,Rocky Helmet,Intimidate,Water,244,36,12,0,100,116,Adamant,Earthquake,Stomping Tantrum,Rock Slide,U-turn
1013,176,Regulation Set D,Arcanine-Hisui,Assault Vest,Intimidate,Water,244,116,4,0,76,68,Adamant,Rock Slide,Extreme Speed,Flare Blitz,Stone Edge
1014,177,Regulation Set D,Tornadus,Rocky Helmet,Prankster,Ghost,252,0,92,4,132,28,Calm,Bleakwind Storm,Taunt,Tailwind,Rain Dance
1015,177,Regulation Set D,Arcanine-Hisui,Choice Band,Intimidate,Normal,68,252,4,0,4,180,Adamant,Extreme Speed,Flare Blitz,Rock Slide,Head Smash
1016,177,Regulation Set D,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,28,252,20,0,12,196,Adamant,Surging Strikes,Protect,Close Combat,Aqua Jet
1017,177,Regulation Set D,Flutter Mane,Booster Energy,Protosynthesis,Grass,252,0,164,84,4,4,Timid,Dazzling Gleam,Shadow Ball,Protect,Calm Mind
1018,177,Regulation Set D,Rillaboom,Assault Vest,Grassy Surge,Steel,244,132,36,0,44,52,Adamant,Fake Out,Wood Hammer,Stomping Tantrum,U-turn
1019,177,Regulation Set D,Chien-Pao,Life Orb,Sword of Ruin,Poison,28,252,12,0,4,212,Adamant,Sucker Punch,Icicle Crash,Sacred Sword,Protect
1020,178,Regulation Set D,Flutter Mane,Choice Specs,Protosynthesis,Water,124,0,228,116,4,36,Timid,Moonblast,Shadow Ball,Dazzling Gleam,Thunderbolt
1021,178,Regulation Set D,Heatran,Leftovers,Flash Fire,Grass,252,0,36,180,4,36,Modest,Heat Wave,Tera Blast,Substitute,Protect
1022,178,Regulation Set D,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Grass,0,252,0,0,4,252,Jolly,Surging Strikes,Close Combat,Aqua Jet,Protect
1023,178,Regulation Set D,Ursaluna,Flame Orb,Guts,Water,236,180,0,0,92,0,Adamant,Facade,Earthquake,Ice Punch,Protect
1024,178,Regulation Set D,Cresselia,Rocky Helmet,Levitate,Fairy,244,0,180,4,60,20,Bold,Moonblast,Lunar Blessing,Ally Switch,Trick Room
1025,178,Regulation Set D,Iron Hands,Assault Vest,Quark Drive,Grass,188,164,28,0,92,36,Adamant,Wild Charge,Drain Punch,Heavy Slam,Fake Out
1026,179,Regulation Set D,Gothitelle,Wiki Berry,Shadow Tag,Fairy,244,0,100,4,156,4,Calm,Protect,Fake Out,Taunt,Psychic
1027,179,Regulation Set D,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,44,164,4,0,84,212,Adamant,Surging Strikes,U-turn,Aqua Jet,Close Combat
